molecule	ORF	genome	gene	start	end	orientation
NZ_CADFDM010000005.1_180	NZ_CADFDM010000005.1_180	NZ_CADFDM010000005.1	Length	1	193	1
NZ_CADFDU010000006.1_362	NZ_CADFDU010000006.1_362	NZ_CADFDU010000006.1	Length	1	237	1
NZ_CADFFA010000012.1_90	NZ_CADFFA010000012.1_90	NZ_CADFFA010000012.1	Length	1	256	1
NZ_CADFFI010000016.1_68	NZ_CADFFI010000016.1_68	NZ_CADFFI010000016.1	Length	1	256	1
NZ_CADFFM010000014.1_144	NZ_CADFFM010000014.1_144	NZ_CADFFM010000014.1	Length	1	224	1
NZ_CADFFX010000001.1_410	NZ_CADFFX010000001.1_410	NZ_CADFFX010000001.1	Length	1	184	1
NZ_CADFGH010000005.1_187	NZ_CADFGH010000005.1_187	NZ_CADFGH010000005.1	Length	1	176	1
NZ_CADFGJ010000005.1_167	NZ_CADFGJ010000005.1_167	NZ_CADFGJ010000005.1	Length	1	211	1
NZ_CADFGO010000001.1_527	NZ_CADFGO010000001.1_527	NZ_CADFGO010000001.1	Length	1	257	1
NZ_CADP01000049.1_9	NZ_CADP01000049.1_9	NZ_CADP01000049.1	Length	1	183	1
NZ_CAFK01000072.1_5	NZ_CAFK01000072.1_5	NZ_CAFK01000072.1	Length	1	268	1
NZ_CAIGKF010000045.1_11	NZ_CAIGKF010000045.1_11	NZ_CAIGKF010000045.1	Length	1	226	1
NZ_CAIGKG010000016.1_108	NZ_CAIGKG010000016.1_108	NZ_CAIGKG010000016.1	Length	1	249	1
NZ_CAIJDE010000038.1_56	NZ_CAIJDE010000038.1_56	NZ_CAIJDE010000038.1	Length	1	237	1
NZ_CAIJDP010000088.1_55	NZ_CAIJDP010000088.1_55	NZ_CAIJDP010000088.1	Length	1	172	1
NZ_CAJCFV010000079.1_12	NZ_CAJCFV010000079.1_12	NZ_CAJCFV010000079.1	Length	1	159	1
NZ_CAJGUX010000003.1_55	NZ_CAJGUX010000003.1_55	NZ_CAJGUX010000003.1	Length	1	208	1
NZ_CAJGVB010000002.1_705	NZ_CAJGVB010000002.1_705	NZ_CAJGVB010000002.1	Length	1	208	1
NZ_CAJHOB010000001.1_103	NZ_CAJHOB010000001.1_103	NZ_CAJHOB010000001.1	Length	1	158	1
NZ_CAJHOG010000002.1_705	NZ_CAJHOG010000002.1_705	NZ_CAJHOG010000002.1	Length	1	208	1
NZ_CAJHOH010000003.1_55	NZ_CAJHOH010000003.1_55	NZ_CAJHOH010000003.1	Length	1	208	1
NZ_CAKJXY010000001.1_132	NZ_CAKJXY010000001.1_132	NZ_CAKJXY010000001.1	Length	1	191	1
NZ_CAKJXY010000002.1_206	NZ_CAKJXY010000002.1_206	NZ_CAKJXY010000002.1	Length	1	182	1
NZ_CAKMMF010000006.1_157	NZ_CAKMMF010000006.1_157	NZ_CAKMMF010000006.1	Length	1	174	1
NZ_CAMKIC010000014.1_81	NZ_CAMKIC010000014.1_81	NZ_CAMKIC010000014.1	Length	1	252	1
NZ_CBLX010000003.1_313	NZ_CBLX010000003.1_313	NZ_CBLX010000003.1	Length	1	172	1
NZ_CCZB01000022.1_164	NZ_CCZB01000022.1_164	NZ_CCZB01000022.1	Length	1	585	1
NZ_CCZC01000006.1_39	NZ_CCZC01000006.1_39	NZ_CCZC01000006.1	Length	1	581	1
NZ_CCZJ01000014.1_49	NZ_CCZJ01000014.1_49	NZ_CCZJ01000014.1	Length	1	581	1
NZ_CCZM01000012.1_39	NZ_CCZM01000012.1_39	NZ_CCZM01000012.1	Length	1	581	1
NZ_CCZN01000013.1_166	NZ_CCZN01000013.1_166	NZ_CCZN01000013.1	Length	1	585	1
NZ_CCZP01000005.1_162	NZ_CCZP01000005.1_162	NZ_CCZP01000005.1	Length	1	581	1
NZ_CCZQ01000011.1_42	NZ_CCZQ01000011.1_42	NZ_CCZQ01000011.1	Length	1	585	1
NZ_CCZU01000015.1_21	NZ_CCZU01000015.1_21	NZ_CCZU01000015.1	Length	1	585	1
NZ_CDEL01000317.1_14	NZ_CDEL01000317.1_14	NZ_CDEL01000317.1	Length	1	161	1
NZ_CDLX01000001.1_4661	NZ_CDLX01000001.1_4661	NZ_CDLX01000001.1	Length	1	495	1
NZ_CDMD01000001.1_3216	NZ_CDMD01000001.1_3216	NZ_CDMD01000001.1	Length	1	495	1
NZ_CFNR01000558.1_3	NZ_CFNR01000558.1_3	NZ_CFNR01000558.1	Length	1	222	1
NZ_CFYF01000056.1_13	NZ_CFYF01000056.1_13	NZ_CFYF01000056.1	Length	1	341	1
NZ_CFZS01000367.1_3	NZ_CFZS01000367.1_3	NZ_CFZS01000367.1	Length	1	343	1
NZ_CM000730.1_3010	NZ_CM000730.1_3010	NZ_CM000730.1	Length	1	401	1
NZ_CM000920.1_396	NZ_CM000920.1_396	NZ_CM000920.1	Length	1	183	1
NZ_CM001798.1_1723	NZ_CM001798.1_1723	NZ_CM001798.1	Length	1	934	1
NZ_CM002139.1_1184	NZ_CM002139.1_1184	NZ_CM002139.1	Length	1	592	1
NZ_CM002796.1_2878	NZ_CM002796.1_2878	NZ_CM002796.1	Length	1	212	1
NZ_CM002803.1_1918	NZ_CM002803.1_1918	NZ_CM002803.1	Length	1	159	1
NZ_CM003641.1_47	NZ_CM003641.1_47	NZ_CM003641.1	Length	1	253	1
NZ_CM003768.1_1645	NZ_CM003768.1_1645	NZ_CM003768.1	Length	1	237	1
NZ_CP004403.1_832	NZ_CP004403.1_832	NZ_CP004403.1	Length	1	879	1
NZ_CP005975.1_3449	NZ_CP005975.1_3449	NZ_CP005975.1	Length	1	172	1
NZ_CP006644.1_2481	NZ_CP006644.1_2481	NZ_CP006644.1	Length	1	189	1
NZ_CP006723.1_2937	NZ_CP006723.1_2937	NZ_CP006723.1	Length	1	358	1
NZ_CP007065.1_333	NZ_CP007065.1_333	NZ_CP007065.1	Length	1	323	1
NZ_CP007139.1_3570	NZ_CP007139.1_3570	NZ_CP007139.1	Length	1	511	1
NZ_CP007236.1_2903	NZ_CP007236.1_2903	NZ_CP007236.1	Length	1	578	1
NZ_CP007451.1_2705	NZ_CP007451.1_2705	NZ_CP007451.1	Length	1	502	1
NZ_CP007451.1_3408	NZ_CP007451.1_3408	NZ_CP007451.1	Length	1	200	1
NZ_CP007699.2_5893	NZ_CP007699.2_5893	NZ_CP007699.2	Length	1	255	1
NZ_CP007722.1_1933	NZ_CP007722.1_1933	NZ_CP007722.1	Length	1	193	1
NZ_CP007724.1_1905	NZ_CP007724.1_1905	NZ_CP007724.1	Length	1	193	1
NZ_CP007793.1_188	NZ_CP007793.1_188	NZ_CP007793.1	Length	1	188	1
NZ_CP008858.2_2717	NZ_CP008858.2_2717	NZ_CP008858.2	Length	1	211	1
NZ_CP008998.1_691	NZ_CP008998.1_691	NZ_CP008998.1	Length	1	592	1
NZ_CP009010.1_692	NZ_CP009010.1_692	NZ_CP009010.1	Length	1	592	1
NZ_CP009016.1_692	NZ_CP009016.1_692	NZ_CP009016.1	Length	1	592	1
NZ_CP009043.1_710	NZ_CP009043.1_710	NZ_CP009043.1	Length	1	167	1
NZ_CP009048.1_1480	NZ_CP009048.1_1480	NZ_CP009048.1	Length	1	175	1
NZ_CP009278.1_2611	NZ_CP009278.1_2611	NZ_CP009278.1	Length	1	158	1
NZ_CP009438.1_1438	NZ_CP009438.1_1438	NZ_CP009438.1	Length	1	345	1
NZ_CP009513.1_1341	NZ_CP009513.1_1341	NZ_CP009513.1	Length	1	361	1
NZ_CP009517.1_1218	NZ_CP009517.1_1218	NZ_CP009517.1	Length	1	306	1
NZ_CP009530.1_1208	NZ_CP009530.1_1208	NZ_CP009530.1	Length	1	306	1
NZ_CP009590.1_4527	NZ_CP009590.1_4527	NZ_CP009590.1	Length	1	241	1
NZ_CP009887.1_2308	NZ_CP009887.1_2308	NZ_CP009887.1	Length	1	174	1
NZ_CP009941.1_2232	NZ_CP009941.1_2232	NZ_CP009941.1	Length	1	241	1
NZ_CP010327.1_2044	NZ_CP010327.1_2044	NZ_CP010327.1	Length	1	180	1
NZ_CP010470.1_815	NZ_CP010470.1_815	NZ_CP010470.1	Length	1	399	1
NZ_CP010475.1_858	NZ_CP010475.1_858	NZ_CP010475.1	Length	1	399	1
NZ_CP010483.1_801	NZ_CP010483.1_801	NZ_CP010483.1	Length	1	399	1
NZ_CP010536.1_1091	NZ_CP010536.1_1091	NZ_CP010536.1	Length	1	223	1
NZ_CP010995.1_719	NZ_CP010995.1_719	NZ_CP010995.1	Length	1	167	1
NZ_CP011059.1_1446	NZ_CP011059.1_1446	NZ_CP011059.1	Length	1	169	1
NZ_CP011131.1_159	NZ_CP011131.1_159	NZ_CP011131.1	Length	1	258	1
NZ_CP011148.1_248	NZ_CP011148.1_248	NZ_CP011148.1	Length	1	225	1
NZ_CP011148.1_328	NZ_CP011148.1_328	NZ_CP011148.1	Length	1	342	1
NZ_CP011148.1_427	NZ_CP011148.1_427	NZ_CP011148.1	Length	1	455	1
NZ_CP011148.1_661	NZ_CP011148.1_661	NZ_CP011148.1	Length	1	194	1
NZ_CP011160.1_4512	NZ_CP011160.1_4512	NZ_CP011160.1	Length	1	1107	1
NZ_CP011270.1_3284	NZ_CP011270.1_3284	NZ_CP011270.1	Length	1	484	1
NZ_CP011371.1_2970	NZ_CP011371.1_2970	NZ_CP011371.1	Length	1	223	1
NZ_CP011382.1_240	NZ_CP011382.1_240	NZ_CP011382.1	Length	1	601	1
NZ_CP011412.1_3047	NZ_CP011412.1_3047	NZ_CP011412.1	Length	1	188	1
NZ_CP011454.1_3709	NZ_CP011454.1_3709	NZ_CP011454.1	Length	1	265	1
NZ_CP011770.1_117	NZ_CP011770.1_117	NZ_CP011770.1	Length	1	230	1
NZ_CP012036.1_3681	NZ_CP012036.1_3681	NZ_CP012036.1	Length	1	426	1
NZ_CP012076.1_2571	NZ_CP012076.1_2571	NZ_CP012076.1	Length	1	268	1
NZ_CP012077.1_2545	NZ_CP012077.1_2545	NZ_CP012077.1	Length	1	268	1
NZ_CP012195.1_852	NZ_CP012195.1_852	NZ_CP012195.1	Length	1	401	1
NZ_CP012232.1_736	NZ_CP012232.1_736	NZ_CP012232.1	Length	1	399	1
NZ_CP012334.1_2879	NZ_CP012334.1_2879	NZ_CP012334.1	Length	1	293	1
NZ_CP012373.2_3223	NZ_CP012373.2_3223	NZ_CP012373.2	Length	1	169	1
NZ_CP012401.1_187	NZ_CP012401.1_187	NZ_CP012401.1	Length	1	188	1
NZ_CP012546.1_842	NZ_CP012546.1_842	NZ_CP012546.1	Length	1	239	1
NZ_CP012601.1_1560	NZ_CP012601.1_1560	NZ_CP012601.1	Length	1	171	1
NZ_CP012603.1_3041	NZ_CP012603.1_3041	NZ_CP012603.1	Length	1	358	1
NZ_CP012606.1_1720	NZ_CP012606.1_1720	NZ_CP012606.1	Length	1	227	1
NZ_CP012639.1_3032	NZ_CP012639.1_3032	NZ_CP012639.1	Length	1	252	1
NZ_CP012691.1_2733	NZ_CP012691.1_2733	NZ_CP012691.1	Length	1	164	1
NZ_CP012914.1_2078	NZ_CP012914.1_2078	NZ_CP012914.1	Length	1	884	1
NZ_CP012943.1_2697	NZ_CP012943.1_2697	NZ_CP012943.1	Length	1	262	1
NZ_CP013233.1_1983	NZ_CP013233.1_1983	NZ_CP013233.1	Length	1	228	1
NZ_CP013420.1_534	NZ_CP013420.1_534	NZ_CP013420.1	Length	1	235	1
NZ_CP013653.1_4715	NZ_CP013653.1_4715	NZ_CP013653.1	Length	1	263	1
NZ_CP013667.1_135	NZ_CP013667.1_135	NZ_CP013667.1	Length	1	350	1
NZ_CP013667.1_754	NZ_CP013667.1_754	NZ_CP013667.1	Length	1	649	1
NZ_CP013989.1_2660	NZ_CP013989.1_2660	NZ_CP013989.1	Length	1	211	1
NZ_CP014014.1_375	NZ_CP014014.1_375	NZ_CP014014.1	Length	1	541	1
NZ_CP014262.1_1636	NZ_CP014262.1_1636	NZ_CP014262.1	Length	1	202	1
NZ_CP014354.1_125	NZ_CP014354.1_125	NZ_CP014354.1	Length	1	350	1
NZ_CP014354.1_730	NZ_CP014354.1_730	NZ_CP014354.1	Length	1	649	1
NZ_CP014548.1_127	NZ_CP014548.1_127	NZ_CP014548.1	Length	1	350	1
NZ_CP014548.1_741	NZ_CP014548.1_741	NZ_CP014548.1	Length	1	649	1
NZ_CP014549.1_124	NZ_CP014549.1_124	NZ_CP014549.1	Length	1	350	1
NZ_CP014551.1_1572	NZ_CP014551.1_1572	NZ_CP014551.1	Length	1	649	1
NZ_CP014553.1_1588	NZ_CP014553.1_1588	NZ_CP014553.1	Length	1	649	1
NZ_CP014557.1_1574	NZ_CP014557.1_1574	NZ_CP014557.1	Length	1	649	1
NZ_CP014563.1_1676	NZ_CP014563.1_1676	NZ_CP014563.1	Length	1	635	1
NZ_CP014689.1_531	NZ_CP014689.1_531	NZ_CP014689.1	Length	1	167	1
NZ_CP014692.1_344	NZ_CP014692.1_344	NZ_CP014692.1	Length	1	170	1
NZ_CP014693.1_5091	NZ_CP014693.1_5091	NZ_CP014693.1	Length	1	173	1
NZ_CP014836.1_121	NZ_CP014836.1_121	NZ_CP014836.1	Length	1	350	1
NZ_CP014836.1_703	NZ_CP014836.1_703	NZ_CP014836.1	Length	1	649	1
NZ_CP014950.1_1786	NZ_CP014950.1_1786	NZ_CP014950.1	Length	1	169	1
NZ_CP015007.1_196	NZ_CP015007.1_196	NZ_CP015007.1	Length	1	298	1
NZ_CP015033.1_2143	NZ_CP015033.1_2143	NZ_CP015033.1	Length	1	237	1
NZ_CP015081.1_749	NZ_CP015081.1_749	NZ_CP015081.1	Length	1	228	1
NZ_CP015285.1_483	NZ_CP015285.1_483	NZ_CP015285.1	Length	1	188	1
NZ_CP015506.1_4625	NZ_CP015506.1_4625	NZ_CP015506.1	Length	1	425	1
NZ_CP015510.2_1040	NZ_CP015510.2_1040	NZ_CP015510.2	Length	1	273	1
NZ_CP015510.2_326	NZ_CP015510.2_326	NZ_CP015510.2	Length	1	277	1
NZ_CP015577.1_665	NZ_CP015577.1_665	NZ_CP015577.1	Length	1	167	1
NZ_CP015578.1_749	NZ_CP015578.1_749	NZ_CP015578.1	Length	1	165	1
NZ_CP015637.1_4223	NZ_CP015637.1_4223	NZ_CP015637.1	Length	1	172	1
NZ_CP015910.2_1138	NZ_CP015910.2_1138	NZ_CP015910.2	Length	1	542	1
NZ_CP015910.2_13	NZ_CP015910.2_13	NZ_CP015910.2	Length	1	232	1
NZ_CP015910.2_1428	NZ_CP015910.2_1428	NZ_CP015910.2	Length	1	367	1
NZ_CP015910.2_1924	NZ_CP015910.2_1924	NZ_CP015910.2	Length	1	156	1
NZ_CP015910.2_239	NZ_CP015910.2_239	NZ_CP015910.2	Length	1	329	1
NZ_CP015910.2_364	NZ_CP015910.2_364	NZ_CP015910.2	Length	1	665	1
NZ_CP015910.2_597	NZ_CP015910.2_597	NZ_CP015910.2	Length	1	358	1
NZ_CP015910.2_631	NZ_CP015910.2_631	NZ_CP015910.2	Length	1	258	1
NZ_CP015910.2_944	NZ_CP015910.2_944	NZ_CP015910.2	Length	1	502	1
NZ_CP015960.1_397	NZ_CP015960.1_397	NZ_CP015960.1	Length	1	224	1
NZ_CP016049.1_785	NZ_CP016049.1_785	NZ_CP016049.1	Length	1	935	1
NZ_CP016189.1_3899	NZ_CP016189.1_3899	NZ_CP016189.1	Length	1	165	1
NZ_CP016430.1_1017	NZ_CP016430.1_1017	NZ_CP016430.1	Length	1	784	1
NZ_CP016430.1_1153	NZ_CP016430.1_1153	NZ_CP016430.1	Length	1	502	1
NZ_CP016430.1_401	NZ_CP016430.1_401	NZ_CP016430.1	Length	1	398	1
NZ_CP016430.1_526	NZ_CP016430.1_526	NZ_CP016430.1	Length	1	305	1
NZ_CP016460.1_2656	NZ_CP016460.1_2656	NZ_CP016460.1	Length	1	214	1
NZ_CP016588.1_1064	NZ_CP016588.1_1064	NZ_CP016588.1	Length	1	197	1
NZ_CP016591.1_2933	NZ_CP016591.1_2933	NZ_CP016591.1	Length	1	209	1
NZ_CP017259.1_1608	NZ_CP017259.1_1608	NZ_CP017259.1	Length	1	167	1
NZ_CP017260.1_222	NZ_CP017260.1_222	NZ_CP017260.1	Length	1	245	1
NZ_CP017562.2_1415	NZ_CP017562.2_1415	NZ_CP017562.2	Length	1	192	1
NZ_CP017641.1_1772	NZ_CP017641.1_1772	NZ_CP017641.1	Length	1	482	1
NZ_CP017641.1_2951	NZ_CP017641.1_2951	NZ_CP017641.1	Length	1	566	1
NZ_CP017754.1_1734	NZ_CP017754.1_1734	NZ_CP017754.1	Length	1	193	1
NZ_CP017769.1_3277	NZ_CP017769.1_3277	NZ_CP017769.1	Length	1	217	1
NZ_CP017878.1_1056	NZ_CP017878.1_1056	NZ_CP017878.1	Length	1	414	1
NZ_CP017995.1_1682	NZ_CP017995.1_1682	NZ_CP017995.1	Length	1	193	1
NZ_CP018145.1_1004	NZ_CP018145.1_1004	NZ_CP018145.1	Length	1	157	1
NZ_CP018202.1_2169	NZ_CP018202.1_2169	NZ_CP018202.1	Length	1	185	1
NZ_CP018787.1_1177	NZ_CP018787.1_1177	NZ_CP018787.1	Length	1	238	1
NZ_CP018847.1_4235	NZ_CP018847.1_4235	NZ_CP018847.1	Length	1	592	1
NZ_CP018854.1_953	NZ_CP018854.1_953	NZ_CP018854.1	Length	1	592	1
NZ_CP018858.1_2603	NZ_CP018858.1_2603	NZ_CP018858.1	Length	1	592	1
NZ_CP018889.2_3229	NZ_CP018889.2_3229	NZ_CP018889.2	Length	1	169	1
NZ_CP019044.1_706	NZ_CP019044.1_706	NZ_CP019044.1	Length	1	225	1
NZ_CP019226.1_478	NZ_CP019226.1_478	NZ_CP019226.1	Length	1	1107	1
NZ_CP019426.1_1888	NZ_CP019426.1_1888	NZ_CP019426.1	Length	1	173	1
NZ_CP019428.1_4371	NZ_CP019428.1_4371	NZ_CP019428.1	Length	1	172	1
NZ_CP019600.1_1766	NZ_CP019600.1_1766	NZ_CP019600.1	Length	1	335	1
NZ_CP019600.1_2488	NZ_CP019600.1_2488	NZ_CP019600.1	Length	1	383	1
NZ_CP019600.1_2576	NZ_CP019600.1_2576	NZ_CP019600.1	Length	1	427	1
NZ_CP019600.1_621	NZ_CP019600.1_621	NZ_CP019600.1	Length	1	556	1
NZ_CP019856.1_4263	NZ_CP019856.1_4263	NZ_CP019856.1	Length	1	172	1
NZ_CP019883.1_3696	NZ_CP019883.1_3696	NZ_CP019883.1	Length	1	160	1
NZ_CP019885.1_3599	NZ_CP019885.1_3599	NZ_CP019885.1	Length	1	160	1
NZ_CP019887.1_2333	NZ_CP019887.1_2333	NZ_CP019887.1	Length	1	160	1
NZ_CP019914.1_1055	NZ_CP019914.1_1055	NZ_CP019914.1	Length	1	685	1
NZ_CP019914.1_2480	NZ_CP019914.1_2480	NZ_CP019914.1	Length	1	287	1
NZ_CP019914.1_2548	NZ_CP019914.1_2548	NZ_CP019914.1	Length	1	383	1
NZ_CP020083.1_856	NZ_CP020083.1_856	NZ_CP020083.1	Length	1	214	1
NZ_CP020882.1_4062	NZ_CP020882.1_4062	NZ_CP020882.1	Length	1	592	1
NZ_CP020926.1_74	NZ_CP020926.1_74	NZ_CP020926.1	Length	1	191	1
NZ_CP020931.1_517	NZ_CP020931.1_517	NZ_CP020931.1	Length	1	232	1
NZ_CP021006.2_695	NZ_CP021006.2_695	NZ_CP021006.2	Length	1	496	1
NZ_CP021056.1_2438	NZ_CP021056.1_2438	NZ_CP021056.1	Length	1	606	1
NZ_CP021120.1_118	NZ_CP021120.1_118	NZ_CP021120.1	Length	1	331	1
NZ_CP021120.1_75	NZ_CP021120.1_75	NZ_CP021120.1	Length	1	495	1
NZ_CP021120.1_908	NZ_CP021120.1_908	NZ_CP021120.1	Length	1	1167	1
NZ_CP021281.1_1866	NZ_CP021281.1_1866	NZ_CP021281.1	Length	1	789	1
NZ_CP021333.1_2018	NZ_CP021333.1_2018	NZ_CP021333.1	Length	1	232	1
NZ_CP021395.1_3476	NZ_CP021395.1_3476	NZ_CP021395.1	Length	1	268	1
NZ_CP021397.1_3647	NZ_CP021397.1_3647	NZ_CP021397.1	Length	1	268	1
NZ_CP021398.1_3716	NZ_CP021398.1_3716	NZ_CP021398.1	Length	1	268	1
NZ_CP021400.1_3577	NZ_CP021400.1_3577	NZ_CP021400.1	Length	1	268	1
NZ_CP021404.1_1752	NZ_CP021404.1_1752	NZ_CP021404.1	Length	1	368	1
NZ_CP021467.1_2580	NZ_CP021467.1_2580	NZ_CP021467.1	Length	1	183	1
NZ_CP021648.1_2137	NZ_CP021648.1_2137	NZ_CP021648.1	Length	1	224	1
NZ_CP022129.1_1290	NZ_CP022129.1_1290	NZ_CP022129.1	Length	1	151	1
NZ_CP022188.1_2334	NZ_CP022188.1_2334	NZ_CP022188.1	Length	1	282	1
NZ_CP022253.1_1098	NZ_CP022253.1_1098	NZ_CP022253.1	Length	1	802	1
NZ_CP022339.1_262	NZ_CP022339.1_262	NZ_CP022339.1	Length	1	726	1
NZ_CP022382.1_1068	NZ_CP022382.1_1068	NZ_CP022382.1	Length	1	494	1
NZ_CP022515.1_945	NZ_CP022515.1_945	NZ_CP022515.1	Length	1	157	1
NZ_CP022747.1_218	NZ_CP022747.1_218	NZ_CP022747.1	Length	1	191	1
NZ_CP022759.1_2183	NZ_CP022759.1_2183	NZ_CP022759.1	Length	1	499	1
NZ_CP022780.1_1844	NZ_CP022780.1_1844	NZ_CP022780.1	Length	1	292	1
NZ_CP022788.1_2175	NZ_CP022788.1_2175	NZ_CP022788.1	Length	1	499	1
NZ_CP022791.1_1269	NZ_CP022791.1_1269	NZ_CP022791.1	Length	1	764	1
NZ_CP022887.1_1778	NZ_CP022887.1_1778	NZ_CP022887.1	Length	1	707	1
NZ_CP022957.1_2184	NZ_CP022957.1_2184	NZ_CP022957.1	Length	1	198	1
NZ_CP022957.1_3745	NZ_CP022957.1_3745	NZ_CP022957.1	Length	1	218	1
NZ_CP023688.1_3835	NZ_CP023688.1_3835	NZ_CP023688.1	Length	1	206	1
NZ_CP023963.1_1282	NZ_CP023963.1_1282	NZ_CP023963.1	Length	1	202	1
NZ_CP024035.1_3657	NZ_CP024035.1_3657	NZ_CP024035.1	Length	1	166	1
NZ_CP024091.1_2284	NZ_CP024091.1_2284	NZ_CP024091.1	Length	1	217	1
NZ_CP024628.1_1034	NZ_CP024628.1_1034	NZ_CP024628.1	Length	1	316	1
NZ_CP024749.1_1751	NZ_CP024749.1_1751	NZ_CP024749.1	Length	1	323	1
NZ_CP024847.1_1505	NZ_CP024847.1_1505	NZ_CP024847.1	Length	1	882	1
NZ_CP024902.1_2022	NZ_CP024902.1_2022	NZ_CP024902.1	Length	1	236	1
NZ_CP024924.1_72	NZ_CP024924.1_72	NZ_CP024924.1	Length	1	335	1
NZ_CP025261.1_691	NZ_CP025261.1_691	NZ_CP025261.1	Length	1	220	1
NZ_CP025533.1_2068	NZ_CP025533.1_2068	NZ_CP025533.1	Length	1	193	1
NZ_CP025534.1_2817	NZ_CP025534.1_2817	NZ_CP025534.1	Length	1	193	1
NZ_CP025544.1_1040	NZ_CP025544.1_1040	NZ_CP025544.1	Length	1	471	1
NZ_CP025544.1_16	NZ_CP025544.1_16	NZ_CP025544.1	Length	1	335	1
NZ_CP025544.1_57	NZ_CP025544.1_57	NZ_CP025544.1	Length	1	404	1
NZ_CP025544.1_62	NZ_CP025544.1_62	NZ_CP025544.1	Length	1	289	1
NZ_CP025544.1_63	NZ_CP025544.1_63	NZ_CP025544.1	Length	1	483	1
NZ_CP025544.1_658	NZ_CP025544.1_658	NZ_CP025544.1	Length	1	355	1
NZ_CP025544.1_66	NZ_CP025544.1_66	NZ_CP025544.1	Length	1	520	1
NZ_CP025544.1_668	NZ_CP025544.1_668	NZ_CP025544.1	Length	1	418	1
NZ_CP025544.1_68	NZ_CP025544.1_68	NZ_CP025544.1	Length	1	342	1
NZ_CP025544.1_800	NZ_CP025544.1_800	NZ_CP025544.1	Length	1	486	1
NZ_CP025544.1_988	NZ_CP025544.1_988	NZ_CP025544.1	Length	1	384	1
NZ_CP025551.1_3857	NZ_CP025551.1_3857	NZ_CP025551.1	Length	1	206	1
NZ_CP025823.1_468	NZ_CP025823.1_468	NZ_CP025823.1	Length	1	353	1
NZ_CP025823.1_681	NZ_CP025823.1_681	NZ_CP025823.1	Length	1	541	1
NZ_CP025938.1_3413	NZ_CP025938.1_3413	NZ_CP025938.1	Length	1	157	1
NZ_CP025958.1_168	NZ_CP025958.1_168	NZ_CP025958.1	Length	1	297	1
NZ_CP026107.1_1484	NZ_CP026107.1_1484	NZ_CP026107.1	Length	1	211	1
NZ_CP026265.1_2687	NZ_CP026265.1_2687	NZ_CP026265.1	Length	1	303	1
NZ_CP026372.1_1914	NZ_CP026372.1_1914	NZ_CP026372.1	Length	1	184	1
NZ_CP026520.1_3423	NZ_CP026520.1_3423	NZ_CP026520.1	Length	1	281	1
NZ_CP026671.1_1564	NZ_CP026671.1_1564	NZ_CP026671.1	Length	1	192	1
NZ_CP027062.1_1226	NZ_CP027062.1_1226	NZ_CP027062.1	Length	1	158	1
NZ_CP027658.1_2478	NZ_CP027658.1_2478	NZ_CP027658.1	Length	1	223	1
NZ_CP027718.1_245	NZ_CP027718.1_245	NZ_CP027718.1	Length	1	220	1
NZ_CP027719.1_250	NZ_CP027719.1_250	NZ_CP027719.1	Length	1	220	1
NZ_CP027735.1_236	NZ_CP027735.1_236	NZ_CP027735.1	Length	1	220	1
NZ_CP027737.1_235	NZ_CP027737.1_235	NZ_CP027737.1	Length	1	220	1
NZ_CP027738.1_237	NZ_CP027738.1_237	NZ_CP027738.1	Length	1	220	1
NZ_CP027739.1_236	NZ_CP027739.1_236	NZ_CP027739.1	Length	1	220	1
NZ_CP027760.1_3743	NZ_CP027760.1_3743	NZ_CP027760.1	Length	1	172	1
NZ_CP027773.1_994	NZ_CP027773.1_994	NZ_CP027773.1	Length	1	227	1
NZ_CP027843.1_813	NZ_CP027843.1_813	NZ_CP027843.1	Length	1	218	1
NZ_CP027860.1_549	NZ_CP027860.1_549	NZ_CP027860.1	Length	1	199	1
NZ_CP028101.1_739	NZ_CP028101.1_739	NZ_CP028101.1	Length	1	327	1
NZ_CP028370.1_2939	NZ_CP028370.1_2939	NZ_CP028370.1	Length	1	716	1
NZ_CP028377.1_1181	NZ_CP028377.1_1181	NZ_CP028377.1	Length	1	722	1
NZ_CP028901.1_2990	NZ_CP028901.1_2990	NZ_CP028901.1	Length	1	193	1
NZ_CP028911.1_779	NZ_CP028911.1_779	NZ_CP028911.1	Length	1	399	1
NZ_CP028912.1_790	NZ_CP028912.1_790	NZ_CP028912.1	Length	1	218	1
NZ_CP028941.1_1078	NZ_CP028941.1_1078	NZ_CP028941.1	Length	1	234	1
NZ_CP029147.1_2268	NZ_CP029147.1_2268	NZ_CP029147.1	Length	1	181	1
NZ_CP029186.1_3237	NZ_CP029186.1_3237	NZ_CP029186.1	Length	1	163	1
NZ_CP029337.1_1292	NZ_CP029337.1_1292	NZ_CP029337.1	Length	1	281	1
NZ_CP029343.1_224	NZ_CP029343.1_224	NZ_CP029343.1	Length	1	221	1
NZ_CP029480.1_2562	NZ_CP029480.1_2562	NZ_CP029480.1	Length	1	164	1
NZ_CP029541.1_8723	NZ_CP029541.1_8723	NZ_CP029541.1	Length	1	255	1
NZ_CP029563.1_317	NZ_CP029563.1_317	NZ_CP029563.1	Length	1	392	1
NZ_CP029563.1_3546	NZ_CP029563.1_3546	NZ_CP029563.1	Length	1	557	1
NZ_CP029619.1_189	NZ_CP029619.1_189	NZ_CP029619.1	Length	1	609	1
